customer_id,recency,frequency,monetary,RFM_score,segment
4104,642,2,131.34,332,High-value loyal customers
4105,348,1,62.1,411,High-value loyal customers
4106,380,2,171.15,433,High-value loyal customers
4107,1523,2,84.34,132,At-risk customers
4108,1386,1,121.43,112,At-risk customers
4109,34,4,736.7700000000001,555,Price-sensitive users
4110,701,1,15.86,311,High-value loyal customers
4111,1926,2,599.43,135,At-risk customers
4112,1415,2,304.21999999999997,134,At-risk customers
4113,320,2,93.22,432,High-value loyal customers
4116,1792,1,27.01,111,At-risk customers
4117,581,2,255.05,333,High-value loyal customers
4118,127,2,179.96,533,High-value loyal customers
4119,107,3,320.87,544,New buyers
4120,432,1,11.26,411,High-value loyal customers
4121,650,2,87.84,332,High-value loyal customers
4122,667,2,342.89,334,High-value loyal customers
4123,541,2,36.3,331,High-value loyal customers
4124,542,3,337.75,344,New buyers
4125,1935,2,60.019999999999996,131,At-risk customers
4126,1297,1,17.09,211,At-risk customers
4127,315,4,237.78,453,New buyers
4129,820,2,192.35,333,High-value loyal customers
4130,895,1,135.49,212,High-value loyal customers
4131,1097,2,213.25,233,At-risk customers
4132,603,2,277.82,334,High-value loyal customers
4133,726,3,311.39,344,New buyers
4134,860,4,342.95,254,New buyers
4135,898,2,621.12,235,New buyers
4136,1013,2,154.01000000000002,233,At-risk customers
4137,387,2,395.59000000000003,434,High-value loyal customers
4139,1017,2,101.19999999999999,232,At-risk customers
4141,400,3,805.21,445,Price-sensitive users
4142,1780,1,55.71,111,At-risk customers
4143,174,6,401.96999999999997,554,New buyers
4145,9,4,318.33,554,New buyers
4146,63,1,1101.3,515,Price-sensitive users
4147,1808,3,280.53,144,At-risk customers
4148,1755,1,9.58,111,At-risk customers
4149,1773,1,773.79,115,At-risk customers
4150,483,3,303.37,444,New buyers
4151,1028,1,43.08,211,At-risk customers
4152,589,4,601.48,355,New buyers
4153,1390,3,143.95999999999998,142,At-risk customers
4154,1768,1,93.26,112,At-risk customers
4156,586,3,353.69,344,New buyers
4157,908,1,27.89,211,High-value loyal customers
4158,209,4,368.02,554,New buyers
4159,37,3,237.18,543,New buyers
4160,653,2,129.94,332,High-value loyal customers
4161,436,1,48.35,411,High-value loyal customers
4162,353,6,1143.3400000000001,455,Price-sensitive users
4163,314,2,293.09000000000003,434,High-value loyal customers
4164,176,3,223.45999999999998,543,New buyers
4165,995,2,12.85,231,High-value loyal customers
4166,390,3,265.32,444,New buyers
4167,49,5,1007.67,555,Price-sensitive users
4169,2082,1,14.01,111,At-risk customers
4170,47,2,100.02,532,High-value loyal customers
4171,372,3,100.42,442,New buyers
4172,1014,3,438.43,245,New buyers
4173,65,1,148.89,512,High-value loyal customers
4174,1427,1,256.23,113,At-risk customers
4175,629,3,92.77,342,New buyers
4176,1088,1,55.18,211,At-risk customers
4177,1327,1,136.27,212,At-risk customers
4178,221,3,212.26,543,New buyers
4179,557,4,634.5300000000001,355,Price-sensitive users
4180,703,2,61.129999999999995,331,High-value loyal customers
4182,47,2,121.7,532,High-value loyal customers
4183,1877,1,99.09,112,At-risk customers
4184,121,3,565.1800000000001,545,New buyers
4185,974,3,322.25,244,New buyers
4186,130,2,289.89000000000004,534,High-value loyal customers
4188,479,2,232.08999999999997,433,High-value loyal customers
4189,138,4,131.41,552,New buyers
4190,919,1,34.41,211,High-value loyal customers
4191,360,9,1179.38,455,Price-sensitive users
4192,278,3,425.95,444,New buyers
4193,2119,1,226.14,113,At-risk customers
4194,155,2,289.67,534,High-value loyal customers
4195,831,2,391.66999999999996,334,High-value loyal customers
4196,311,1,27.47,411,High-value loyal customers
4197,338,1,105.81,412,High-value loyal customers
4198,873,2,236.22,233,High-value loyal customers
4199,287,3,234.34,443,New buyers
4200,178,2,338.11,534,High-value loyal customers
4201,172,2,115.57,532,High-value loyal customers
4202,204,2,341.5,534,High-value loyal customers
4203,509,3,297.72,344,New buyers
4204,75,3,465.51,545,New buyers
4205,311,2,569.04,435,New buyers
4206,799,2,123.91,332,High-value loyal customers
4209,671,2,314.24,334,High-value loyal customers
4210,842,2,712.99,335,New buyers
4211,2083,1,10.6,111,At-risk customers
4212,1110,1,42.35,211,At-risk customers
4213,389,4,1241.61,455,Price-sensitive users
4214,425,2,107.28999999999999,432,High-value loyal customers
4215,244,2,105.2,432,High-value loyal customers
4216,365,2,210.2,433,High-value loyal customers
4218,1263,2,528.46,235,At-risk customers
4219,2053,1,179.83,113,At-risk customers
4221,2044,1,96.72,112,At-risk customers
4222,1373,2,155.17000000000002,133,At-risk customers
4223,776,1,18.25,311,High-value loyal customers
4226,615,2,742.13,335,Price-sensitive users
4227,1078,2,156.98,233,At-risk customers
4228,1025,1,5.71,211,At-risk customers
4229,941,3,157.68,243,New buyers
4230,582,1,47.14,311,High-value loyal customers
4231,486,2,514.1700000000001,435,New buyers
4232,965,1,11.39,211,At-risk customers
4233,600,1,156.29,313,High-value loyal customers
4234,1744,2,140.48000000000002,132,At-risk customers
4235,88,4,665.94,555,Price-sensitive users
4236,1716,2,320.1,134,At-risk customers
4238,335,1,10.04,411,High-value loyal customers
4239,1094,1,134.27,212,At-risk customers
4240,533,1,27.51,311,High-value loyal customers
4241,898,3,151.82999999999998,243,New buyers
4242,297,3,234.05,443,New buyers
4243,29,4,256.63,553,New buyers
4246,262,2,347.83,434,High-value loyal customers
4247,924,2,229.35000000000002,233,High-value loyal customers
4248,96,2,718.88,535,New buyers
4249,778,1,31.89,311,High-value loyal customers
4250,478,2,91.34,432,High-value loyal customers
4252,577,3,208.68,343,New buyers
4254,168,2,129.84,532,High-value loyal customers
4255,1206,2,89.69,232,At-risk customers
4257,1236,2,29.68,231,At-risk customers
4258,594,1,296.06,314,High-value loyal customers
4259,991,1,6.52,211,At-risk customers
4260,1363,2,71.74000000000001,131,At-risk customers
4261,1623,2,41.42,131,At-risk customers
4262,1392,1,25.41,111,At-risk customers
4263,77,1,28.05,511,High-value loyal customers
4264,415,1,45.69,411,High-value loyal customers
4266,1493,2,195.68,133,At-risk customers
4267,1973,1,69.21,111,At-risk customers
4268,710,1,87.96,312,High-value loyal customers
4269,566,5,451.68000000000006,355,New buyers
4270,269,2,573.0600000000001,435,New buyers
4271,698,2,395.78999999999996,334,High-value loyal customers
4272,265,1,58.31,411,High-value loyal customers
4275,25,2,171.0,533,High-value loyal customers
4276,993,1,215.69,213,At-risk customers
4278,293,3,266.84000000000003,444,New buyers
4279,883,1,44.56,211,High-value loyal customers
4280,901,1,156.27,213,High-value loyal customers
4281,1169,2,228.31,233,At-risk customers
4284,113,2,56.2,531,High-value loyal customers
4285,728,2,335.92,334,High-value loyal customers
4288,1054,2,196.02999999999997,233,At-risk customers
4289,1259,1,121.13,212,At-risk customers
4290,471,1,607.38,415,High-value loyal customers
4291,442,2,250.55,433,High-value loyal customers
4292,695,2,1046.26,335,Price-sensitive users
4293,976,2,103.44999999999999,232,High-value loyal customers
4294,1540,1,113.38,112,At-risk customers
4295,420,2,308.44,434,High-value loyal customers
4296,1061,3,259.99,244,New buyers
4297,192,3,182.54000000000002,543,New buyers
4298,1640,1,26.7,111,At-risk customers
4299,961,2,89.81,232,High-value loyal customers
4300,1480,1,128.46,112,At-risk customers
4301,1181,2,155.82999999999998,233,At-risk customers
4302,649,3,1771.27,345,Price-sensitive users
4303,358,2,66.19,431,High-value loyal customers
4305,547,3,405.88,344,New buyers
4306,1320,1,18.25,211,At-risk customers
4307,1359,2,323.46999999999997,134,At-risk customers
4308,156,1,10.64,511,High-value loyal customers
4309,567,2,170.82,333,High-value loyal customers
4310,326,1,38.33,411,High-value loyal customers
4311,363,1,27.05,411,High-value loyal customers
4312,957,2,272.89,234,High-value loyal customers
4314,1085,1,673.98,215,At-risk customers
4315,338,1,621.33,415,High-value loyal customers
4317,541,3,483.95,345,New buyers
4318,325,4,332.75,454,New buyers
4320,149,4,670.8499999999999,555,Price-sensitive users
4322,1508,1,279.2,114,At-risk customers
4325,1161,2,149.64,232,At-risk customers
4326,320,5,264.88,454,New buyers
4327,1087,2,80.97,232,At-risk customers
4328,228,4,1006.18,455,Price-sensitive users
4329,1953,2,363.88,134,At-risk customers
4330,1097,1,111.5,212,At-risk customers
4331,1614,1,110.04,112,At-risk customers
4332,1316,1,809.42,215,At-risk customers
4333,1161,1,172.79,213,At-risk customers
4334,70,4,975.94,555,Price-sensitive users
4335,1899,1,80.22,112,At-risk customers
4336,7,1,114.98,512,High-value loyal customers
4337,1239,3,183.73000000000002,243,At-risk customers
4338,628,1,40.76,311,High-value loyal customers
4339,457,1,328.31,414,High-value loyal customers
4340,994,1,357.26,214,At-risk customers
4342,1300,2,304.46,234,At-risk customers
4343,478,6,687.95,455,Price-sensitive users
4344,629,2,529.68,335,New buyers
4345,1482,1,105.11,112,At-risk customers
4346,28,1,15.06,511,High-value loyal customers
4347,798,2,484.33000000000004,335,New buyers
4349,1168,1,47.57,211,At-risk customers
4350,1605,1,17.6,111,At-risk customers
4353,586,3,282.29,344,New buyers
4354,757,6,823.17,355,Price-sensitive users
4355,26,1,28.94,511,High-value loyal customers
4357,308,1,262.57,414,High-value loyal customers
4358,1396,1,7.42,111,At-risk customers
4359,1276,1,143.25,212,At-risk customers
4360,383,2,265.88,434,High-value loyal customers
4362,443,4,700.4200000000001,455,Price-sensitive users
4363,358,1,69.47,411,High-value loyal customers
4364,126,4,423.63,554,New buyers
4365,442,2,295.89,434,High-value loyal customers
4368,1020,2,96.19,232,At-risk customers
4369,361,2,183.66000000000003,433,High-value loyal customers
4370,132,2,230.79,533,High-value loyal customers
4371,1381,2,39.839999999999996,131,At-risk customers
4372,495,2,209.57,333,High-value loyal customers
4373,194,2,188.67,533,High-value loyal customers
4374,1448,1,277.43,114,At-risk customers
4376,195,3,332.03,544,New buyers
4380,972,1,23.31,211,At-risk customers
4381,1575,2,196.85999999999999,133,At-risk customers
4383,1532,1,223.66,113,At-risk customers
4384,1428,2,193.86,133,At-risk customers
4385,1132,1,55.22,211,At-risk customers
4386,138,3,625.09,545,New buyers
4387,664,1,102.67,312,High-value loyal customers
4388,595,3,745.4300000000001,345,Price-sensitive users
4389,1334,2,33.010000000000005,231,At-risk customers
4391,620,1,297.92,314,High-value loyal customers
4393,1765,1,193.13,113,At-risk customers
4395,1072,3,438.69,245,New buyers
4396,1350,2,283.78,134,At-risk customers
4397,1866,1,53.28,111,At-risk customers
4398,160,2,75.07,532,High-value loyal customers
4399,1011,1,865.6,215,Price-sensitive users
4400,1552,1,50.99,111,At-risk customers
4401,1183,2,703.53,235,New buyers
4402,790,1,110.16,312,High-value loyal customers
4403,218,5,874.53,555,Price-sensitive users
4404,1841,1,196.37,113,At-risk customers
4405,465,3,612.96,445,New buyers
4406,486,3,1639.79,445,Price-sensitive users
4407,666,2,191.08999999999997,333,High-value loyal customers
4408,574,1,17.91,311,High-value loyal customers
4410,223,2,178.69,533,High-value loyal customers
4411,654,3,426.17,344,New buyers
4412,1065,2,84.45,232,At-risk customers
4413,271,3,975.65,445,Price-sensitive users
4414,314,3,1506.91,445,Price-sensitive users
4415,1075,1,64.5,211,At-risk customers
4417,400,2,120.03,432,High-value loyal customers
4419,373,2,125.82000000000001,432,High-value loyal customers
4420,839,2,230.63,333,High-value loyal customers
4421,984,2,193.63,233,High-value loyal customers
4423,1611,1,103.92,112,At-risk customers
4424,251,5,290.78,454,New buyers
4425,1217,2,110.97,232,At-risk customers
4426,850,1,26.1,311,High-value loyal customers
4427,518,2,167.8,333,High-value loyal customers
4428,1035,2,131.62,232,At-risk customers
4429,1204,1,538.8,215,At-risk customers
4430,896,3,294.81,244,New buyers
4431,1478,4,499.31,155,New buyers
4432,1210,2,617.3499999999999,235,At-risk customers
4434,777,2,281.70000000000005,334,High-value loyal customers
4436,1439,3,434.93,145,New buyers
4437,967,2,151.32,232,High-value loyal customers
4438,550,2,419.63,334,High-value loyal customers
4440,1652,1,56.02,111,At-risk customers
4441,882,2,295.1,234,High-value loyal customers
4442,61,2,223.64999999999998,533,High-value loyal customers
4443,556,3,230.83999999999997,343,New buyers
4445,426,1,71.64,411,High-value loyal customers
4446,1101,3,370.08000000000004,244,New buyers
4447,426,2,933.29,435,Price-sensitive users
4448,828,1,737.5,315,High-value loyal customers
4449,138,2,327.63,534,High-value loyal customers
4450,483,5,977.79,455,Price-sensitive users
4451,169,1,67.97,511,High-value loyal customers
4452,419,3,622.97,445,New buyers
4453,71,2,172.60999999999999,533,High-value loyal customers
4454,251,4,360.64,454,New buyers
4455,947,1,70.77,211,High-value loyal customers
4456,193,1,149.22,512,High-value loyal customers
4457,356,3,124.43,442,New buyers
4458,1319,2,458.26000000000005,235,At-risk customers
4459,1163,1,83.46,212,At-risk customers
4460,964,1,29.29,211,At-risk customers
4461,1892,1,75.47,112,At-risk customers
4462,1166,1,223.01,213,At-risk customers
4464,315,2,175.21,433,High-value loyal customers
4465,183,1,22.89,511,High-value loyal customers
4466,863,1,91.63,212,High-value loyal customers
4468,266,2,120.38,432,High-value loyal customers
4471,1169,1,308.19,214,At-risk customers
4472,45,3,761.2500000000001,545,Price-sensitive users
4473,873,1,273.09,214,High-value loyal customers
4474,5,1,7.67,511,High-value loyal customers
4475,728,2,196.18,333,High-value loyal customers
4476,152,1,100.0,512,High-value loyal customers
4477,1078,1,303.81,214,At-risk customers
4478,917,4,623.5500000000001,255,Price-sensitive users
4479,1336,1,56.49,211,At-risk customers
4480,643,5,763.83,355,Price-sensitive users
4481,1692,1,193.85,113,At-risk customers
4482,176,3,384.44,544,New buyers
4483,1020,2,97.34,232,At-risk customers
4485,799,2,318.44,334,High-value loyal customers
4486,1409,1,84.25,112,At-risk customers
4487,349,2,72.3,431,High-value loyal customers
4488,810,3,391.37,344,New buyers
4490,1668,2,90.07,132,At-risk customers
4491,7,5,605.0699999999999,555,Price-sensitive users
4492,501,2,407.61,334,High-value loyal customers
4493,451,6,817.54,455,Price-sensitive users
4494,337,4,410.94000000000005,454,New buyers
4495,224,2,53.160000000000004,431,High-value loyal customers
4496,1245,1,31.32,211,At-risk customers
4497,32,5,407.55,554,New buyers
4498,865,1,79.3,212,High-value loyal customers
4501,48,2,301.4,534,High-value loyal customers
4502,761,1,102.76,312,High-value loyal customers
4504,1838,1,91.63,112,At-risk customers
4505,1224,1,126.33,212,At-risk customers
4506,502,2,123.53,332,High-value loyal customers
4507,1154,2,51.8,231,At-risk customers
4508,546,5,762.0,355,Price-sensitive users
4509,1008,1,5.53,211,At-risk customers
4510,61,3,130.67999999999998,542,New buyers
4511,48,3,108.05,542,New buyers
4512,869,2,653.2800000000001,235,New buyers
4513,518,2,136.63,332,High-value loyal customers
4515,315,3,924.69,445,Price-sensitive users
4518,509,1,90.53,312,High-value loyal customers
4520,322,2,146.79000000000002,432,High-value loyal customers
4521,46,1,42.06,511,High-value loyal customers
4522,783,2,120.95000000000002,332,High-value loyal customers
4523,1809,1,39.06,111,At-risk customers
4524,169,3,622.3299999999999,545,New buyers
4525,735,2,665.05,335,New buyers
4526,716,2,239.37,333,High-value loyal customers
4528,1268,1,81.26,212,At-risk customers
4531,682,3,446.42,345,New buyers
4532,92,2,126.34,532,High-value loyal customers
4533,177,3,400.54999999999995,544,New buyers
4534,63,3,1159.32,545,Price-sensitive users
4535,759,4,349.09000000000003,354,New buyers
4536,28,3,431.19,545,New buyers
4538,369,1,138.63,412,High-value loyal customers
4539,419,1,40.78,411,High-value loyal customers
4540,566,2,109.00999999999999,332,High-value loyal customers
4541,453,5,514.0699999999999,455,New buyers
4543,441,3,187.06,443,New buyers
4544,907,2,44.92,231,High-value loyal customers
4545,2055,1,70.7,111,At-risk customers
4546,204,2,504.29999999999995,535,New buyers
4547,6,2,496.95000000000005,535,New buyers
4548,1114,3,247.74000000000004,243,New buyers
4549,412,6,926.72,455,Price-sensitive users
4550,168,2,140.18,532,High-value loyal customers
4551,323,1,85.51,412,High-value loyal customers
4552,170,3,570.2700000000001,545,New buyers
4553,1574,2,359.55,134,At-risk customers
4554,464,3,413.44000000000005,444,New buyers
4555,469,1,26.5,411,High-value loyal customers
4556,46,2,91.56,532,High-value loyal customers
4557,262,3,182.03,443,New buyers
4558,866,2,272.78,234,High-value loyal customers
4559,233,1,25.79,411,High-value loyal customers
4560,1942,1,294.48,114,At-risk customers
4562,1048,3,247.63,243,New buyers
4563,146,4,785.26,555,Price-sensitive users
4565,348,3,173.31,443,New buyers
4567,1433,1,211.45,113,At-risk customers
4568,1044,2,363.19,234,At-risk customers
4569,721,1,118.7,312,High-value loyal customers
4570,1132,2,189.63,233,At-risk customers
4571,1534,2,460.32,135,At-risk customers
4572,518,2,363.76,334,High-value loyal customers
4573,101,3,380.53999999999996,544,New buyers
4574,674,4,495.14,355,New buyers
4577,874,1,38.16,211,High-value loyal customers
4578,381,1,144.39,412,High-value loyal customers
4579,975,1,83.31,212,At-risk customers
4581,685,2,353.44,334,High-value loyal customers
4582,1224,2,191.51,233,At-risk customers
4583,721,2,56.81,331,High-value loyal customers
4584,312,2,1691.16,435,Price-sensitive users
4585,738,1,17.42,311,High-value loyal customers
4587,596,1,95.49,312,High-value loyal customers
4589,1416,1,232.86,113,At-risk customers
4590,70,2,333.09,534,High-value loyal customers
4591,1662,1,45.78,111,At-risk customers
4592,1244,2,24.009999999999998,231,At-risk customers
4593,547,1,61.51,311,High-value loyal customers
4594,677,1,12.73,311,High-value loyal customers
4595,511,1,7.39,311,High-value loyal customers
4597,1964,1,76.01,112,At-risk customers
4598,8,2,182.0,533,High-value loyal customers
4599,373,1,168.27,413,High-value loyal customers
4600,58,3,229.42000000000002,543,New buyers
4601,639,3,469.72,345,New buyers
4602,920,2,62.42,231,High-value loyal customers
4604,1305,1,33.58,211,At-risk customers
4605,560,2,112.53,332,High-value loyal customers
4606,730,1,19.35,311,High-value loyal customers
4607,1004,2,107.09,232,High-value loyal customers
4608,1020,2,273.5,234,At-risk customers
4609,386,2,97.3,432,High-value loyal customers
4610,1370,1,19.58,111,At-risk customers
4611,1746,2,289.94,134,At-risk customers
4612,38,3,593.9000000000001,545,New buyers
4613,219,2,217.43,533,High-value loyal customers
4614,1953,2,291.4,134,At-risk customers
4616,166,1,27.45,511,High-value loyal customers
4618,1455,1,7.27,111,At-risk customers
4619,430,2,481.15999999999997,435,New buyers
4621,233,2,315.28,434,High-value loyal customers
4622,410,2,271.15999999999997,434,High-value loyal customers
4623,1246,3,415.95,244,New buyers
4625,475,2,302.06,434,High-value loyal customers
4626,1395,1,179.51,113,At-risk customers
4627,1098,1,372.14,214,At-risk customers
4629,102,5,561.21,555,New buyers
4630,714,1,612.54,315,High-value loyal customers
4631,1443,2,791.63,135,Price-sensitive users
4632,276,3,483.62,445,New buyers
4633,79,2,272.43,534,High-value loyal customers
4634,1014,1,61.54,211,At-risk customers
4635,411,4,368.99,454,New buyers
4636,280,4,635.72,455,Price-sensitive users
4637,236,3,353.69,444,New buyers
4638,567,2,604.48,335,New buyers
4640,230,4,627.3,455,New buyers
4641,398,5,632.16,455,Price-sensitive users
4643,158,1,192.98,513,High-value loyal customers
4644,1714,2,244.45000000000002,133,At-risk customers
4645,1320,1,29.29,211,At-risk customers
4646,870,1,97.28,212,High-value loyal customers
4647,827,2,1755.86,335,Price-sensitive users
4648,306,3,364.85,444,New buyers
4649,310,1,7.04,411,High-value loyal customers
4650,198,3,597.24,545,New buyers
4651,1607,2,120.08,132,At-risk customers
4652,848,1,55.94,311,High-value loyal customers
4653,301,2,308.77,434,High-value loyal customers
4654,1788,1,361.44,114,At-risk customers
4656,501,5,1268.41,355,Price-sensitive users
4659,161,5,306.13,554,New buyers
4660,1626,3,86.21000000000001,142,At-risk customers
4661,132,1,74.14,512,High-value loyal customers
4663,308,2,295.65,434,High-value loyal customers
4664,1568,1,35.49,111,At-risk customers
4665,870,3,291.81,244,New buyers
4666,1526,2,268.65999999999997,134,At-risk customers
4667,930,1,29.53,211,High-value loyal customers
4668,452,3,198.38,443,New buyers
4669,398,1,287.39,414,High-value loyal customers
4670,628,1,43.66,311,High-value loyal customers
4672,866,1,464.48,215,High-value loyal customers
4673,2073,1,220.78,113,At-risk customers
4674,1420,2,452.54999999999995,135,At-risk customers
4675,955,3,551.52,245,New buyers
4676,134,3,412.45,544,New buyers
4677,1021,2,279.25,234,At-risk customers
4678,286,2,42.379999999999995,431,High-value loyal customers
4679,1050,2,311.67999999999995,234,At-risk customers
4680,857,2,222.01,233,High-value loyal customers
4681,400,3,237.29999999999998,443,New buyers
4682,254,2,637.36,435,New buyers
4683,354,2,85.14,432,High-value loyal customers
4684,155,3,373.52,544,New buyers
4686,1600,1,146.84,112,At-risk customers
4687,703,2,282.34000000000003,334,High-value loyal customers
4688,303,1,108.85,412,High-value loyal customers
4689,1914,1,89.2,112,At-risk customers
4690,360,1,48.54,411,High-value loyal customers
4691,2001,1,24.33,111,At-risk customers
4692,879,2,158.16,233,High-value loyal customers
4693,1563,1,223.62,113,At-risk customers
4694,184,2,122.22999999999999,532,High-value loyal customers
4696,581,1,66.53,311,High-value loyal customers
4697,1990,2,187.54000000000002,133,At-risk customers
4698,113,3,214.04000000000002,543,New buyers
4699,105,3,241.21,543,New buyers
4700,82,3,507.39,545,New buyers
4702,1115,1,88.96,212,At-risk customers
4703,54,1,25.31,511,High-value loyal customers
4704,1396,2,289.33,134,At-risk customers
4705,81,3,453.65999999999997,545,New buyers
4706,1317,1,57.52,211,At-risk customers
4707,1869,1,61.5,111,At-risk customers
4708,1048,1,421.64,214,At-risk customers
4709,1806,2,214.62,133,At-risk customers
4710,407,1,136.09,412,High-value loyal customers
4714,1145,1,178.35,213,At-risk customers
4715,1089,2,167.55,233,At-risk customers
4717,170,3,280.36,544,New buyers
4719,527,1,78.0,312,High-value loyal customers
4720,282,2,85.69,432,High-value loyal customers
4721,440,2,220.62,433,High-value loyal customers
4722,346,4,402.09,454,New buyers
4723,2080,1,165.74,113,At-risk customers
4724,1019,1,203.61,213,At-risk customers
4725,440,1,28.73,411,High-value loyal customers
4726,13,5,745.12,555,Price-sensitive users
4727,188,4,271.55,554,New buyers
4728,499,2,172.6,333,High-value loyal customers
4729,772,3,233.67000000000002,343,New buyers
4730,159,4,949.78,555,Price-sensitive users
4732,467,3,225.12,443,New buyers
4733,372,1,113.32,412,High-value loyal customers
4735,138,3,782.83,545,Price-sensitive users
4736,888,1,24.73,211,High-value loyal customers
4737,1511,1,131.0,112,At-risk customers
4738,10,3,104.97,542,New buyers
4739,102,2,87.75,532,High-value loyal customers
4740,149,3,576.11,545,New buyers
4741,925,2,95.02,232,High-value loyal customers
4742,217,3,238.93,543,New buyers
4743,436,2,268.09,434,High-value loyal customers
4744,945,3,192.91,243,New buyers
4745,1138,1,63.56,211,At-risk customers
4746,1287,1,53.96,211,At-risk customers
4748,129,2,140.51999999999998,532,High-value loyal customers
4749,865,3,1058.53,245,Price-sensitive users
4750,1472,1,73.44,111,At-risk customers
4751,202,2,506.19,535,New buyers
4752,9,2,364.67,534,High-value loyal customers
4753,1001,3,236.75,243,New buyers
4754,1245,2,133.17000000000002,232,At-risk customers
4757,1465,4,312.53,154,New buyers
4758,1792,2,202.44,133,At-risk customers
4760,479,3,206.66,443,New buyers
4762,1198,1,28.59,211,At-risk customers
4763,181,3,171.74,543,New buyers
4764,106,2,170.53,533,High-value loyal customers
4765,510,3,214.74,343,New buyers
4766,2010,1,103.64,112,At-risk customers
4767,767,3,206.74,343,New buyers
4768,1981,2,35.78,131,At-risk customers
4769,1852,1,97.33,112,At-risk customers
4770,235,2,555.49,435,New buyers
4771,1164,1,192.69,213,At-risk customers
4772,921,4,809.9599999999999,255,Price-sensitive users
4773,1541,1,172.55,113,At-risk customers
4774,164,4,252.39,553,New buyers
4775,1322,2,368.14,234,At-risk customers
4776,25,1,262.57,514,High-value loyal customers
4777,1649,1,83.09,112,At-risk customers
4778,1527,2,228.18,133,At-risk customers
4779,86,3,616.38,545,New buyers
4780,1349,1,30.89,111,At-risk customers
4782,479,3,526.7,445,New buyers
4783,1557,1,188.07,113,At-risk customers
4784,1400,2,223.64000000000001,133,At-risk customers
4786,569,1,11.22,311,High-value loyal customers
4787,1239,2,128.18,232,At-risk customers
4788,300,1,501.65,415,High-value loyal customers
4790,123,4,564.33,555,New buyers
4791,386,3,1142.5,445,Price-sensitive users
4792,99,1,201.78,513,High-value loyal customers
4793,181,1,544.54,515,High-value loyal customers
4794,65,3,516.44,545,New buyers
4795,11,6,593.74,555,Price-sensitive users
4796,1644,3,546.3499999999999,145,At-risk customers
4799,821,3,423.9,344,New buyers
4800,120,5,850.49,555,Price-sensitive users
4801,83,1,236.52,513,High-value loyal customers
4802,619,2,123.94,332,High-value loyal customers
4803,1219,4,391.6,254,New buyers
4806,277,1,41.67,411,High-value loyal customers
4807,780,1,25.74,311,High-value loyal customers
4808,1833,1,141.18,112,At-risk customers
4809,506,3,717.41,345,Price-sensitive users
4810,282,4,382.01,454,New buyers
4811,1262,2,178.17,233,At-risk customers
4812,444,4,217.16,453,New buyers
4813,1172,2,32.06,231,At-risk customers
4814,186,4,213.63,553,New buyers
4815,632,1,102.13,312,High-value loyal customers
4818,280,2,272.61,434,High-value loyal customers
4819,1622,1,151.66,113,At-risk customers
4820,874,3,318.01,244,New buyers
4821,407,1,34.62,411,High-value loyal customers
4822,191,4,496.08,555,New buyers
4824,276,4,444.03999999999996,455,New buyers
4825,288,3,127.63,442,New buyers
4827,686,1,12.44,311,High-value loyal customers
4828,1203,2,140.65,232,At-risk customers
4829,673,2,690.37,335,New buyers
4831,8,2,430.64,535,High-value loyal customers
4833,394,2,199.78,433,High-value loyal customers
4834,408,1,38.63,411,High-value loyal customers
4836,629,2,226.11,333,High-value loyal customers
4837,1295,1,91.12,212,At-risk customers
4838,235,3,201.88,443,New buyers
4839,938,3,561.05,245,New buyers
4840,881,2,801.09,235,Price-sensitive users
4841,520,1,180.78,313,High-value loyal customers
4842,78,3,717.29,545,Price-sensitive users
4843,1046,1,49.02,211,At-risk customers
4845,201,1,12.09,511,High-value loyal customers
4847,1322,2,522.18,235,At-risk customers
4848,1985,1,44.98,111,At-risk customers
4849,1095,1,41.5,211,At-risk customers
4850,1161,2,413.88,234,At-risk customers
4852,1565,1,479.8,115,At-risk customers
4853,3,3,383.41999999999996,544,New buyers
4854,1167,1,49.05,211,At-risk customers
4855,1426,2,647.81,135,At-risk customers
4856,40,4,623.47,555,New buyers
4857,136,2,40.739999999999995,531,High-value loyal customers
4858,511,3,289.85,344,New buyers
4859,530,2,321.09000000000003,334,High-value loyal customers
4860,407,1,10.38,411,High-value loyal customers
4862,63,3,96.01,542,New buyers
4863,1077,1,23.62,211,At-risk customers
4866,333,5,665.41,455,Price-sensitive users
4867,187,4,496.50000000000006,555,New buyers
4868,296,1,367.4,414,High-value loyal customers
4869,1342,1,71.35,111,At-risk customers
4871,1612,1,208.56,113,At-risk customers
4872,304,1,21.9,411,High-value loyal customers
4873,1008,2,458.37,235,High-value loyal customers
4874,446,1,38.88,411,High-value loyal customers
4878,786,1,12.41,311,High-value loyal customers
4880,1340,1,170.09,113,At-risk customers
4881,512,2,64.76,331,High-value loyal customers
4882,449,3,607.11,445,New buyers
4883,1519,1,98.83,112,At-risk customers
4884,388,3,184.46,443,New buyers
4886,402,1,113.81,412,High-value loyal customers
4887,210,3,260.69,544,New buyers
4888,267,4,437.55999999999995,455,New buyers
4890,140,4,646.28,555,Price-sensitive users
4891,1384,1,221.34,113,At-risk customers
4892,358,2,287.72,434,High-value loyal customers
4893,1353,2,162.73000000000002,133,At-risk customers
4894,733,1,4.73,311,High-value loyal customers
4895,960,2,250.18,233,High-value loyal customers
4897,1754,1,144.75,112,At-risk customers
4898,186,3,145.21,542,New buyers
4899,1415,2,192.77,133,At-risk customers
4900,1368,4,1815.04,155,Price-sensitive users
